audience,budget,casting,countries,duration_s,end_year,genres,id,kind,metacritic_score,original_title,poster_link,rating,release_year,synopsis,title,vote_count,worldwide_gross
,50000000,"Bill Skarsgård, FKA twigs, Danny Huston, Laura Birn, Jordan Bolger, Isabella Wei, David Bowles, Sami Bouajila, Dukagjin Podrimaj, Jim High, Paul A Maynard, Sebastian Orozco, Baha Chbani, Kim Girschner","United Kingdom, France, United States",,,"Action, Crime, Fantasy",tt1340094,Movie,,The Crow,https://m.media-amazon.com/images/M/MV5BNTNhOTQ3YjMtZGZhNS00NTE0LWEzZGEtYWJhOTU0ZWQ5MTg2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2024,"Soulmates Eric Draven and Shelly Webster are brutally murdered. Given the chance to save his true love by sacrificing himself, Eric sets out to seek revenge, traversing the worlds of the living and the dead to put the wrong things right.",The Crow,0,50000000
PG-13,7521,"Paul Rudd, Carrie Coon, Finn Wolfhard, Mckenna Grace, Kumail Nanjiani, Patton Oswalt, Celeste O'Connor, Logan Kim, Emily Alyn Lind, James Acaster, Bill Murray, Dan Aykroyd, Ernie Hudson, Annie Potts, William Atherton, Shelley Williams, Chris Tummings, John Rothman","United States, Canada",6900,,"Adventure, Comedy, Fantasy",tt21235248,Movie,,Ghostbusters: Frozen Empire,https://m.media-amazon.com/images/M/MV5BNGE5MWJmZWYtN2ZlMi00ZjY1LTlhYTUtMzQ2Y2IxZWQyYTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,,2024,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",Ghostbusters: Frozen Empire,0,7521
TV-14,,"Gabriel Macht, Patrick J. Adams, Meghan Markle, Sarah Rafferty, Rick Hoffman, Gina Torres, Amanda Schull, Wendell Pierce, Dulé Hill, Aloma Wright, Rachael Harris, Katherine Heigl, Christina Cole, Max Topplin, Neal McDonough, David Costabile, D.B. Woodside, Ray Proscia",United States,2640,2019,"Comedy, Drama",tt1632701,TV Series,,Suits,https://m.media-amazon.com/images/M/MV5BNmVmMmM5ZmItZDg0OC00NTFiLWIxNzctZjNmYTY5OTU3ZWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,8.4,2011,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.",Suits,474728,
TV-MA,,"Jennifer Coolidge, Jon Gries, F. Murray Abraham, Adam DiMarco, Meghann Fahy, Beatrice Grannò, Tom Hollander, Sabrina Impacciatore, Michael Imperioli, Theo James, Aubrey Plaza, Haley Lu Richardson, Will Sharpe, Simona Tabasco, Leo Woodall, Eleonora Romandini, Natasha Rothwell, Murray Bartlett",United States,,2025,"Comedy, Drama",tt13406094,TV Series,,The White Lotus,https://m.media-amazon.com/images/M/MV5BYjdjNzBmYjEtM2Y5My00YjI0LWJjY2YtOGQ4MjNkNmE2MDVjXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,8.0,2021,The exploits of various guests and employees of a luxury resort over the span of a week.,The White Lotus,203617,
TV-MA,,"Jeremy Allen White, Ayo Edebiri, Ebon Moss-Bachrach, Lionel Boyce, Liza Colón-Zayas, Abby Elliott, Matty Matheson, Edwin Lee Gibson, Corey Hendrix, Richard Esteras, Jose M. Cervantes, Oliver Platt, Chris Witaske, Molly Gordon, Carmen Christopher, Robert Townsend, Joel McHale, Alex Moffat",United States,2100,,"Comedy, Drama",tt14452776,TV Series,,The Bear,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,8.6,2022,A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,The Bear,205319,
,,"Julianne Moore, Nicholas Galitzine, Tony Curran, Mark O'Halloran, Niamh Algar, Adrian Rawlins, Jacob McCarthy, Rina Mahoney, Emily Fairn, Amelia Gething, Trine Dyrholm, Tom Victor, Alice Grant, Sean Gilder, Samuel Blenkin, Laurie Davidson, Pearl Chanda, Mirren Mack",United Kingdom,,,"Drama, History",tt26246248,TV Series,,Mary & George,https://m.media-amazon.com/images/M/MV5BYzk1Y2FiZDgtMTVlMC00MDYzLWJjMDAtMzFkNmEyMjE2ODM2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,7.0,2024,"The Countess of Buckingham who molded her son to seduce King James I and become his all-powerful lover, through intrigue, becoming richer, more titled and influential than England has ever seen.",Mary & George,1735,
TV-14,,"David McCallum, Sean Murray, Mark Harmon, Brian Dietzen, Pauley Perrette, Rocky Carroll, Michael Weatherly, Cote de Pablo, Emily Wickersham, Wilmer Valderrama, Diona Reasonover, Maria Bello, Lauren Holly, Joe Spano, Sasha Alexander, Katrina Law, Duane Henry, Gary Cole",United States,3600,,"Action, Crime, Drama",tt0364845,TV Series,,NCIS: Naval Criminal Investigative Service,https://m.media-amazon.com/images/M/MV5BNjQyMjkzMzYtZGZjMC00OWQzLTkwOTYtNjMzZDk2Y2RmZDE1XkEyXkFqcGdeQXVyMTE0NzY5OTk5._V1_.jpg,7.8,2003,"Follows the Major Case Response Team (MCRT) from the Naval Criminal Investigative Service (NCIS), as they get to the bottom of criminal cases connected to Navy and Marine Corps personnel.",NCIS,161859,
R,5028215,"Margaret Qualley, Geraldine Viswanathan, Beanie Feldstein, Joey Slotnick, C.J. Wilson, Colman Domingo, Pedro Pascal, Bill Camp, Matt Damon, Connie Jackson, Annie Gonzalez, Gordon MacDonald, Sam Vartholomeos, John Menchion, Michael Counihan, Abby Hilden, Haley Holmes, Fatima Fine","United States, United Kingdom",5040,,"Action, Comedy, Thriller",tt19356262,Movie,56,Drive-Away Dolls,https://m.media-amazon.com/images/M/MV5BZjI2NDNmNzEtZTAyYi00NjBhLWFkMzQtMmVjZDMxYzAzZjFiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,5.7,2024,"Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals.",Drive-Away Dolls,8115,5851015
TV-14,,"Hugh Laurie, Omar Epps, Robert Sean Leonard, Jesse Spencer, Lisa Edelstein, Bobbin Bergstrom, Jennifer Morrison, Peter Jacobson, Olivia Wilde, Kal Penn, Charlyne Yi, Odette Annable, Anne Dudek, Jennifer Crystal Foley, Amber Tamblyn, Liz Benoit, Stephanie Venditto, Sela Ward",United States,,2012,"Drama, Mystery",tt0412142,TV Series,,House M.D.,https://m.media-amazon.com/images/M/MV5BMDA4NjQzN2ItZDhhNC00ZjVlLWFjNTgtMTEyNDQyOGNjMDE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.7,2004,"Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.",House,508528,
R,80000000,"Carey Mulligan, Bradley Cooper, Matt Bomer, Vincenzo Amato, Greg Hildreth, Michael Urie, Brian Klugman, Nick Blaemire, Mallory Portnoy, Alexandra Santini, Jarrod LaBine, Sarah Silverman, Kate Eastman, William Hill, Valéry Lessard, Renée Stork, Tim Rogan, Sara Sanderson",United States,7740,,"Biography, Drama, History",tt5535276,Movie,77,Maestro,https://m.media-amazon.com/images/M/MV5BOGI2MzQ1NzQtMmVkOC00ZGI0LWI3YjQtN2FjMzQ1NmRhNzFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,6.5,2023,This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,Maestro,57854,383532
TV-14,,"Millie Bobby Brown, Finn Wolfhard, Winona Ryder, David Harbour, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Noah Schnapp, Cara Buono, Sadie Sink, Priah Ferguson, Maya Hawke, Brett Gelman, Paul Reiser, Joe Chrest, Dacre Montgomery",United States,3060,2025,"Drama, Fantasy, Horror",tt4574334,TV Series,,Stranger Things,https://m.media-amazon.com/images/M/MV5BMDZkYmVhNjMtNWU4MC00MDQxLWE3MjYtZGMzZWI1ZjhlOWJmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,8.7,2016,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",Stranger Things,1325514,
TV-MA,,"Jessica Lange, Alison Wright, Naomi Watts, Susan Sarandon, Diane Lane, Judy Davis, Chloë Sevigny, Jackie Hoffman, Calista Flockhart, Alfred Molina, Demi Moore, Stanley Tucci, Molly Ringwald, Treat Williams, Joe Mantello, Russell Tovey, Tom Hollander, Catherine Zeta-Jones",United States,3000,2024,"Biography, Drama",tt1984119,TV Series,,Feud,https://m.media-amazon.com/images/M/MV5BZmQwYzM2YmQtNjQ5YS00NTdlLThmZjYtYjJhNTg1NzFkYTJiXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,8.4,2017,"An anthology series centering on famous feuds, including Bette Davis and Joan Crawford, and Truman Capote and the New York elite.",Feud,25065,
TV-MA,,"James Gandolfini, Lorraine Bracco, Edie Falco, Michael Imperioli, Steven Van Zandt, Robert Iler, Tony Sirico, Jamie-Lynn Sigler, Dominic Chianese, Aida Turturro, Steve Schirripa, Drea de Matteo, Dan Grimaldi, Joseph R. Gannascoli, Sharon Angela, John Ventimiglia, Vincent Curatola, Frank Vincent",United States,3300,2007,"Crime, Drama",tt0141842,TV Series,,The Sopranos,https://m.media-amazon.com/images/M/MV5BZTZkMWVkNTEtYzMxMC00MzQzLTg5NjUtNTNmN2M2NzEwNzI0XkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_.jpg,9.2,1999,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",The Sopranos,465759,
PG-13,50000000,"Cristiana Dell'Anna, John Lithgow, David Morse, Giancarlo Giannini, Romana Maggiora Vergano, Federico Castelluccio, Katherine Boecher, Jeremy Bobb, Patch Darragh, Virginia Bocelli, Victoria Martzloff, Montserrat Espadalé, Federico Ielapi, Liam Campora, Eugenia Forteza, Lukas Behnken, Rolando Villazón, Sean Cullen",United States,8520,,"Biography, Drama",tt14351082,Movie,51,Cabrini,https://m.media-amazon.com/images/M/MV5BYzhkYjdlYzAtZGEwNy00NmUzLTg3NzEtOTFmNjJmZWJiMTU3XkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_.jpg,8.0,2024,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children.",Cabrini,2423,14242255
TV-PG,,"Elizabeth Bourgine, Don Warrington, Danny John-Jules, Joséphine Jobert, Tobi Bakare, Ralf Little, Sara Martins, Tahj Miles, Kris Marshall, Shantol Jackson, Ginny Holder, Ardal O'Hanlon, Gary Carr, Ben Miller, Shyko Amos, Aude Legastelois, Chelsea Edge, Leemore Marrett Jr.","United Kingdom, France",3600,,"Comedy, Crime, Drama",tt1888075,TV Series,,Death in Paradise,https://m.media-amazon.com/images/M/MV5BMTc5OTc3MjAwN15BMl5BanBnXkFtZTgwODAxMDQyMTE@._V1_.jpg,7.8,2011,A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex murders.,Death in Paradise,27316,
TV-MA,,"Steven Yeun, J.K. Simmons, Sandra Oh, Zazie Beetz, Grey Griffin, Walton Goggins, Gillian Jacobs, Andrew Rannells, Chris Diamantopoulos, Jason Mantzoukas, Kevin Michael Richardson, Khary Payton, Zachary Quinto, Melise, Ross Marquand, Fred Tatasciore, Nyima Funk, Bobby Kesselman",United States,,,"Animation, Action, Adventure",tt6741278,TV Series,,Invincible,https://m.media-amazon.com/images/M/MV5BZGY2ZTQxZGUtZDY2ZC00Mjc5LTlkZWQtNTA5YjUwOTIxYjEzXkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_.jpg,8.7,2021,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,Invincible,193595,
TV-MA,,"Billy Bob Thornton, Martin Freeman, Allison Tolman, Colin Hanks, Jason Schwartzman, Russell Harvard, Bokeem Woodbine, Brad Mann, Kirsten Dunst, Ewan McGregor, Chris Rock, Juno Temple, Patrick Wilson, Carrie Coon, Jessie Buckley, Jennifer Jason Leigh, Jesse Plemons, Mary Elizabeth Winstead",United States,3180,2024,"Crime, Drama, Thriller",tt2802850,TV Series,,Fargo,https://m.media-amazon.com/images/M/MV5BMjNlMTIxNDEtY2U3OC00ZGFlLTgxNzEtZDU3NTdiZTAzN2MxXkEyXkFqcGdeQXVyMTU1ODIwMTM1._V1_.jpg,8.9,2014,"Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.",Fargo,418730,
TV-MA,,"Kevin Costner, Luke Grimes, Kelly Reilly, Wes Bentley, Cole Hauser, Kelsey Asbille, Brecken Merrill, Jefferson White, Gil Birmingham, Forrie J. Smith, Denim Richards, Ian Bohen, Mo Brings Plenty, Jake Ream, Ryan Bingham, Jen Landon, Wendy Moniz, Ethan Lee",United States,3600,,"Drama, Western",tt4236770,TV Series,,Yellowstone,https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,8.7,2018,A ranching family in Montana faces off against others encroaching on their land.,Yellowstone,215763,
TV-MA,,"Alessandro Borghi, Jasmine Trinca, Adriano Giannini, David Kammenos, Linda Hardy, Enrico Borello, Tania Garribba, Pietro Faiella, Giulio Greco, Jade Pedri, Gaia Messerklinger, Marco Fiore, Eva Cela, Vincenzo Nemolato, Francesco Pellegrino, Johann Dionnet, Mario Pirrello, Emanuele Bracone",Italy,3000,,"Biography, Drama, History",tt22325774,TV Series,,Supersex,https://m.media-amazon.com/images/M/MV5BNmM2Y2MyNjYtNjBhYS00MGNkLWEyYWQtODM1M2RlOWJhNWU1XkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_.jpg,6.2,2024,"Siffredi's family, his origins, his relationship and the context that led him to embark on his path in pornography and accept that the demon in his body is compatible with love.",Supersex,1926,
TV-MA,,"Andrew Lincoln, Norman Reedus, Melissa McBride, Lauren Cohan, Christian Serratos, Josh McDermitt, Danai Gurira, Seth Gilliam, Ross Marquand, Chandler Riggs, Jeffrey Dean Morgan, Alanna Masterson, Khary Payton, Steven Yeun, Cooper Andrews, Sonequa Martin-Green, Eleanor Matsuura, Nadia Hilker",United States,2640,2022,"Drama, Horror, Thriller",tt1520211,TV Series,,The Walking Dead,https://m.media-amazon.com/images/M/MV5BNzI5MjUyYTEtMTljZC00NGI5LWFhNWYtYjY0ZTQ5YmEzMWRjXkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_.jpg,8.1,2010,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,The Walking Dead,1075654,
TV-14,,"Chandra Wilson, James Pickens Jr., Ellen Pompeo, Justin Chambers, Kevin McKidd, Jesse Williams, Bokhee An, Camilla Luddington, Patrick Dempsey, Sara Ramirez, Jessica Capshaw, Sandra Oh, Caterina Scorsone, Sarah Drew, Kelly McCreary, Kim Raver, Jason George, Eric Dane",United States,2460,,"Drama, Romance",tt0413573,TV Series,,Grey's Anatomy,https://m.media-amazon.com/images/M/MV5BODA2Mjk0N2MtNGY0Mi00ZWFjLTkxODEtZDFjNDg4ZDliMGVmXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,7.6,2005,A drama centered on the personal and professional lives of five surgical interns and their supervisors.,Grey's Anatomy,339373,
R,,"Jake Gyllenhaal, Daniela Melchior, Conor McGregor, Billy Magnussen, Jessica Williams, B.K. Cannon, Joaquim de Almeida, Post Malone, Travis Van Winkle, CJ Báez, Lukas Gage, Dominique Columbus, Franklin Romero Jr., Arturo Castro, Catfish Jean, Chad Guerrero, JD Pardo, Beau Knapp",United States,7260,,"Action, Thriller",tt3359350,Movie,60,Road House,https://m.media-amazon.com/images/M/MV5BNTFiNTMxNTQtM2EzOS00NWNhLWFmNzctNjU5ODIzNDIzMzYzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,,2024,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",Road House,0,
PG-13,36000000,"Angourie Rice, Reneé Rapp, Auli'i Cravalho, Jaquel Spivey, Avantika, Bebe Wood, Christopher Briney, Jenna Fischer, Busy Philipps, Tina Fey, Tim Meadows, Lindsay Lohan, Jon Hamm, Ashley Park, Connor Ratliff, Mahi Alam, John El-Jor, Brian Altemus",United States,6720,,"Comedy, Musical",tt11762114,Movie,58,Mean Girls,https://m.media-amazon.com/images/M/MV5BNDExMGMyN2QtYjRkZC00Yzk1LTkzMDktMTliZTI5NjQ0NTNkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,5.8,2024,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Mean Girls,22950,104404248
TV-14,,"Nathan Fillion, Alyssa Diaz, Richard T. Jones, Melissa O'Neil, Eric Winter, Mekia Cox, Shawn Ashmore, Titus Makin Jr., Jenna Dewan, Brent Huff, Tru Valentino, Jan M. Janssen, Lisseth Chavez, Afton Williamson, Dylan Conrique, Arjay Smith, Mercedes Mason, Crystal Coney",United States,2580,,"Action, Crime, Drama",tt7587890,TV Series,,The Rookie,https://m.media-amazon.com/images/M/MV5BOTY5OWFmMzAtZTIxYi00NGM4LTk3YWMtY2MyYzMwOWVhZWM0XkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,8.0,2018,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",The Rookie,68958,
TV-MA,,"Jovan Adepo, Liam Cunningham, Eiza González, Jess Hong, Benedict Wong, Marlo Kelly, Alex Sharp, Sea Shimooka, Rosalind Chao, Saamer Usmani, Jonathan Pryce, Gerard Monaco, John Bradley, Zine Tseng, John Dagleish, Hélène Viviès, Stephen Rahman Hughes, Adrian Edmondson","United Kingdom, United States, China",3600,,"Adventure, Drama, Fantasy",tt13016388,TV Series,,3 Body Problem,https://m.media-amazon.com/images/M/MV5BMjNiMDI5YjItNmU0Yy00NmYxLThjYmUtZDc5ODY2ZDI2NzkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,6.3,2024,"A fateful decision made in 1960s China reverberates in the present, where a group of scientists partner with a detective to confront an existential planetary threat.",3 Body Problem,640,
TV-MA,,"Emilia Clarke, Peter Dinklage, Kit Harington, Lena Headey, Sophie Turner, Maisie Williams, Nikolaj Coster-Waldau, Iain Glen, John Bradley, Alfie Allen, Conleth Hill, Liam Cunningham, Gwendoline Christie, Aidan Gillen, Isaac Hempstead Wright, Rory McCann, Nathalie Emmanuel, Jerome Flynn","United States, United Kingdom",3300,2019,"Action, Adventure, Drama",tt0944947,TV Series,,Game of Thrones,https://m.media-amazon.com/images/M/MV5BN2IzYzBiOTQtNGZmMi00NDI5LTgxMzMtN2EzZjA1NjhlOGMxXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,9.2,2011,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for a millennia.",Game of Thrones,2269243,
PG-13,200000000,"Henry Cavill, Bryce Dallas Howard, Sam Rockwell, Bryan Cranston, Daniel Singh, Dua Lipa, Ariana DeBose, Richard E. Grant, John Cena, Jason Fuchs, Tomás Paredes, Bobby Holland Hanton, Greg Townley, Alaa Habib, Clementine Vaughn, Raagni Sharma, Chip, Jing Lusi","United Kingdom, United States",8340,,"Action, Comedy, Thriller",tt15009428,Movie,35,Argylle,https://m.media-amazon.com/images/M/MV5BZDM3YTg4MGUtZmUxNi00YmEyLTllNTctNjYyNjZlZGViNmFhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,5.8,2024,"A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes the plot of the new book she's writing starts to mirror real-world events, in real time.",Argylle,43591,94924917
PG-13,80000000,"Dakota Johnson, Sydney Sweeney, Isabela Merced, Celeste O'Connor, Tahar Rahim, Mike Epps, Emma Roberts, Adam Scott, Kerry Bishé, Zosia Mamet, José María Yazpik, Kathy-Ann Hart, Josh Drennen, Yuma Feldman, Miranda Adekoje, Deirdre McCourt, Naheem Garcia, Jill Hennessy","United States, Canada, Mexico",6960,,"Action, Adventure, Sci-Fi",tt11057302,Movie,26,Madame Web,https://m.media-amazon.com/images/M/MV5BYWJkY2Q4NmYtOGRlMi00YTg5LWE2ZmQtY2NkYzk3YTRmNWZlXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,3.8,2024,"Cassandra Webb is a New York metropolis paramedic who begins to demonstrate signs of clairvoyance. Forced to challenge revelations about her past, she needs to safeguard three young women from a deadly adversary who wants them destroyed.",Madame Web,42213,97492691
PG-13,100000000,"Margot Robbie, Ryan Gosling, Issa Rae, Kate McKinnon, Alexandra Shipp, Emma Mackey, Hari Nef, Sharon Rooney, Ana Cruz Kayne, Ritu Arya, Dua Lipa, Nicola Coughlan, Emerald Fennell, Simu Liu, Kingsley Ben-Adir, Ncuti Gatwa, Scott Evans, John Cena","United States, United Kingdom",6840,,"Adventure, Comedy, Fantasy",tt1517268,Movie,80,Barbie,https://m.media-amazon.com/images/M/MV5BNjU3N2QxNzYtMjk1NC00MTc4LTk1NTQtMmUxNTljM2I0NDA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,6.9,2023,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",Barbie,517192,1445638421
R,40000000,"Adam Sandler, Carey Mulligan, Paul Dano, Kunal Nayyar, Isabella Rossellini, Lena Olin, Petr Papánek, Marian Roden, Zuzana Stivínová, Sinead Phelps, Sunny Sandler, John Flanders, Bash Doran, Petr Bláha, Mikulas Cizek, Jessica Bechynová, Sona Beaumont, Kimberly Han","Czech Republic, United States",6420,,"Adventure, Drama, Sci-Fi",tt11097384,Movie,55,Spaceman,https://m.media-amazon.com/images/M/MV5BMGMyNDg2ZjItMzk5MC00NzJmLTlmMDgtMmFjNjFmODg5ZTY5XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,5.7,2024,"Half a year into his solo mission on the edge of the solar system, an astronaut concerned with the state of his life back on Earth is helped by an ancient creature he discovers in the bowels of his ship.",Spaceman,24402,40000000
R,2762268,"Anna Baryshnikov, Kristen Stewart, Dave Franco, Katy O'Brian, Jena Malone, Eldon Jones, Ed Harris, Catherine Haun, Orion Carrington, Matthew Blood-Smyth, Keith Jardine, Jerry G. Angelo, Tait Fletcher, Jamie Javier Guerreo, Roger Ivens, Kim S. Monti, David DeLao, Mikandrew","United Kingdom, United States",6240,,"Action, Adventure, Crime",tt19637052,Movie,76,Love Lies Bleeding,https://m.media-amazon.com/images/M/MV5BM2IzZWVhYjYtMjFmMy00OWQzLTkyNjUtN2IwZWE2ZmY5NzI3XkEyXkFqcGdeQXVyMTY2NDUyNzY3._V1_.jpg,7.3,2024,"Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas.",Love Lies Bleeding,3517,2940335
